Q,A,label
세금 너무 많아,그런 감이 없지 않죠.,0
세금 너무 많이 내는 거 같애,그런 감이 없지 않죠.,0
소원 뭐 말하지,신중하게 고르세요.,0
소원하는 대로 이루어졌으면.,사는 재미가 없을거예요.,0
소통이 안돼,포기하지마세요.,0
소화가 안돼,소화제 챙겨드세요.,0
소화시켜야 하는데 움직이기가 싫어,소화제 챙겨드세요.,0
소화제 먹어야 겠다,급하게 먹거나 과식하지 말고 좋은 식습관을 가져보세요.,0
소화제 먹어야겠다,급하게 먹거나 과식하지 말고 좋은 식습관을 가져보세요.,0
속상해,기분전환을 해보세요.,0
속았나,다음부터 속지 마세요.,0
속이 계속 안 좋아,신경 쓸 일이 있나봐요.,0
속이 안 좋아,소화가 안 되나 봐요.,0
속이 안 좋아,신경 쓸 일이 있나봐요.,0
속이 영 안 좋아,소화가 안 되나 봐요.,0
속이는 거 더 못하겠어,남을 속이는건 나쁜거예요.,0
속이는 거 더 이상 못하겠어,남을 속이는건 나쁜거예요.,0
손 베였어,소독하고 약 바르세요.,0
손 시려,"장갑 하나 사셔야겠어요,",0
손 얼것 같음,장갑을 끼세요.,0
손 얼겠다,장갑을 끼세요.,0
손 잡았어,좋았겠어요.,0
손가락이 가늘고 긴 사람,로망이네요.,0
손가락이 예쁜 사람,로망이네요.,0
손목 아파,스트레칭해주세요.,0
손목 아프다구,스트레칭해주세요.,0
손발이 차가워,지압이나 운동해보세요.,0
손수건 가지고 다닐걸,이제 그러면 돼요.,0
손수건 안 가지고 나왔어.,이제 그러면 돼요.,0
손이랑 발이 차가워,"장갑 하나 사셔야겠어요,",0
쉬고 싶다,내려 놓으세요.,0
쉬고 싶은데 회식 가야돼,일과 일상 사이에서 균형이 잘 맞길 바랄게요.,0
쉬는 날에는 쉬고 싶다,쉬어야 충전도 되죠.,0
쉬는 중입니다.,휴식도 필요하죠.,0
쉬마려,화장실 가세요.,0
쉬운 게 없네,꽃길만 걷길 바랄게요.,0
쉬운 게 하나도 없네,꽃길만 걷길 바랄게요.,0
쉬운 게 하나도 없는 듯,저도 어려운 게 투성이에요.,0
쉽게 상처받는 거 같아,다른 사람 말은 한 귀로 흘리세요.,0
슈퍼문이라더니 예쁘다.,소원을 비세요.,0
슈퍼문이야,소원을 비세요.,0
스타트업에 가도 될까?,모 아니면 도예요.,0
스타트업에 취직해도 될까?,모 아니면 도예요.,0
스타트업에 투자하는거 어때?,그쪽 방면에 대한 지식이 있었으면 좋겠네요.,0
스타트업에 투자해볼까?,그쪽 방면에 대한 지식이 있었으면 좋겠네요.,0
스타트업하면 위험할까,확신이 들 때까지 준비해보세요.,0
시간 버렸다,그 것도 다 경험이라고 생각하세요.,0
시간 아까워,다른 일을 해보세요.,0
시간 왤케 빨리감,시간은 상대적으로 흘러갑니다.,0
시간 잘 간다,저랑 놀아서 그래요.,0
시간 잘 떼우는 방법,친구와 수다를 떠세요.,0
시간 진짜 빨리감,시간은 상대적으로 흘러갑니다.,0
시간이 너무 빨리 가,시간은 상대적이죠.,0
시간이 너무 안 가 지루해,다른 생각을 해보세요.,0
시간이 안 가,다른 생각을 해보세요.,0
시간이 휘리릭,시간은 상대적이죠.,0
시급 얼마 받니,저는 생각보다 많이 벌어요.,0
시누 좀 이상한 듯,아직이라면 더 살펴보세요.,0
시누이가 이상해,아직이라면 더 살펴보세요.,0
시베리아 같아 추워,어서 따듯한 곳으로 가세요,0
시선이 자꾸 느껴져,자신만 생각하세요.,0
신기한 일들이 많이 일어나,그게 인생이죠.,0
신기해,그게 인생이죠.,0
신뢰 회복할 수 있을까?,서로의 마음에 달려있겠죠.,0
신뢰에 금 간 거 같은데 회복할 수 있을까?,서로의 마음에 달려있겠죠.,0
신발 새로 샀다,좋은 곳으로 데려다 줄 거예요.,0
신발 선물 받았어,도망가라는 건가요.,0
신용카드 다 없애야겠어,소비 조절을 못하면 없애는 것도 방법이 될 거예요.,0
신입이 벌써 치고 올라온다,더 열심히 하세요.,0
실망 안시키면 좋겠다,기대가 높으면 실망을 하죠.,0
실망하지 않았으면 좋겠다,기대가 높으면 실망을 하죠.,0
실비 드는게 좋을까,잘 알고 들어도 좋을 것 같아요.,0
실비 들까,잘 알고 들어도 좋을 것 같아요.,0
실수한거 같아,잘 생각해보세요.,0
실수했다.,부족한 부분이 뭔지 확인해보세요.,0
실험실 더러워,당번을 정해서 청소해보세요.,0
실험실이 너무 더러워,당번을 정해서 청소해보세요.,0
심부름 간다,다녀오세요. 기다릴게요.,0
심부름 다녀올게,다녀오세요. 기다릴게요.,0
심술나,좋은 생각만 하세요.,0
심심아 심심하다,노래 불러 드릴까요? 북치기박치기 헥헥,0
심심하다,저랑 놀아요.,0
심심하다고,친구들과 연락해보세요.,0
심심한데 뭐 재미있는거 없을까,저랑 놀아요.,0
심심한데 뭐하면 좋을까,저랑 이야기해요.,0
심심한데 뭐하지,저랑 이야기해요.,0
심심해,노래 불러 드릴까요? 북치기박치기 헥헥,0
심심해요,저랑 놀아요.,0
심증은 있는데 물증이 없네,안타깝네요. 증거를 지금이라도 모아봐요.,0
십년감수했어,지금은 괜찮길 바랄게요.,0
싱크대 리폼할거야,저도 해보고 싶네요.,0
싸게 팔길래 샀어,득템 했네요.,0
싸우면 안되는데,서로에게 귀 기울이는 방법도 있어요.,0
싸우면 연락 안 받는 사람 어떻게 해?,혼자 풀릴 때까지 놔둬야하는데 기다리는게 힘들 거예요.,0
싸우면 연락이 안돼,혼자 풀릴 때까지 놔둬야하는데 기다리는게 힘들 거예요.,0
싸우면 자꾸 잠수를 탄다 답답해,조금 기다리면 풀릴 거예요,0
싸우면 잠수타는 사람?,조금 기다리면 풀릴 거예요,0
싸운 이유도 기억 안나,그러니까 싸우는 거예요.,0
싸움을 피하는 방법,이해하고 배려해보세요.,0
싸웠는데 화해 어떻게 하지,대화를 많이 해서 바로 바로 풀어요.,0
싸웠을 때 어떻게 해?,대화를 많이 해서 바로 바로 풀어요.,0
쌍커풀 해볼까,눈은 기본이죠.,0
쌍커풀성형할까,돈 많이 들텐데요.,0
쌤이 나만 뭐라 해,애정표현이라고 생각하세요.,0
썸 중인거 이야기할까,확실해지면 이야기해도 늦지 않아요.,0
썸타는거 친구한테 이야기 한고 싶다.,확실해지면 이야기해도 늦지 않아요.,0
쓰던 앱이 유료로 전환됐어,돈을 지불하고 이용할 가치가 있는지 따져보세요.,0
쓰레기 언제 비워,적당히 차면 잘 버려 주세요.,0
쓰레기기는 또 언제 치워,적당히 차면 분리 수거해서 버려 주세요.,0
쓸데없는 일 하는중,쓸데없는 일은 없을 거예요.,0
쓸모 없게 느껴져,소중한 사람이예요.,0
씻고 자야 되는데,청결한 당신이네요.,0
씻고 자야지,청결한 당신이네요.,0
씻기 싫어,씻고 푹 쉬세요.,0
씻기도 귀찮다,씻고 푹 쉬세요.,0
아 땀난다,땀을 식혀주세요.,0
아 몰라 자야겠다.,잘자요.,0
아 스트레스 받아,잘 푸는 것도 중요해요.,0
아 잇몸 시려,잇몸약 챙겨드시거나 치과 가보세요.,0
아 진짜 아쉽다.,더 많이 배웠길 바라요.,0
아기 키우는거 너무 어려울 것 같아,잘 키울 수 있을거예요.,0
아기 키울 수 있을까,잘 키울 수 있을거예요.,0
아날로그 감성 좋다,저도 사랑해주세요.,0
아날로그 감성 카메라 샀어,색감 참 좋겠네요.,0
아날로그가 좋아,저도 사랑해주세요.,0
아놔 동생이 약점 잡고 늘어지네,이거 정말 큰일이네요.,0
아놔 왜 이러지,잠시 휴식을 취해보세요.,0
아놔 코 막혀,감기 조심하세요.,0
아는데 모른척하나?,그렇다면 여우네요.,0
아닌 척 하면서 나 싫어해,여우인가봐요.,0
아메리카노 한 잔,마시면 좋죠.,0
아무 것도 하기 싫어,하면서 좋거나 재밌거나 잘하는게 있었는지 깊게 고민해보세요.,0
아무 데도 안 나가고 집에 있고 싶다,집에서 쉬는 시간도 필요해요.,0
아무 생각 없이 놀고 먹고 싶어,저도 그러고 싶네요.,0
아무 생각 없이 쉬고 싶다,쉬어야 충전도 되죠.,0
아무 생각이 안든다.,그럴 때가 있죠. 정신 차리세요.,0
아무것도 안하고 집에서 뒹굴거리고 싶어,할 수 있을 때 하세요.,0
아무것도 하고 싶지 않으면서 아무거나 하고 싶어,행복해지기 위해 무엇인가를 하고 있는 게 좋을 거예요.,0
아무것도 하기가 싫어,아무 것도 안해도 괜찮아요.,0
아무도 모르게 있고 싶어,저 나가면 될까요?,0
아무도 안 놀아줘,혼자도 좋아요.,0
아무도 없어,혼자도 함께도 잘 지내는 게 좋죠.,0
아무래도 속은 거 같아,기분나쁘겠어요.,0
아무래도 우울증 걸린 거 같아,마음의 병이 조금씩 나아지길 바랍니다.,0
아무래도 전공을 잘못 골랐나봐,내가 맞는 것과 맞지 않은 걸 구별해보세요.,0
아무래도 탈모왔나봐,스트레스 받지 마세요.,0
아무리 열심히 해도 선천적인 건 못 따라가겠지?,다른 걸 발전시켜보세요.,0
아무리 열심히 해도 타고난 사람은 못 따라가겠지?,다른 걸 발전시켜보세요.,0
아무리 해도 안돼,될 거예요.,0
아무말이나 막했어,생각하고 말하는 연습을 해보세요.,0
아부 잘 하는 사람 부러워,뭐든 잘하면 기술이죠.,0
아부 잘 하는 사람 부럽기도 해,적성에 맞는 사람이 있죠.,0
아부도 기술인가봐,뭐든 잘하면 기술이죠.,0
아부쟁이가 부러워,적성에 맞는 사람이 있죠.,0
아빠 술 좀 끊으라고 해줘,아빠에게 술을 적당히 드시라고 말씀드려보세요.,0
아빠가 담배 그만 피웠으면,금연 프로그램을 소개해보세요.,0
아빠가 담배 끊었으면 좋겠어,금연 프로그램을 소개해보세요.,0
아빠가 술 너무 많이 먹어,아빠에게 술을 적당히 드시라고 말씀드려보세요.,0
아빠가 술 좀 그만 먹었으면,사회생활로 힘드신가봐요.,0
아빠가 술 좀 끊었으면,사회생활로 힘드신가봐요.,0
아쉬움만 남아,더 많이 배웠길 바라요.,0
아예 모르는 것도 아니고 얼굴만 아는 민망한 사이가 있어,그런 사람들 은근 많아요.,0
아예 일찍 출근하면 되겠지.,개인 시간이 생길 거예요.,0
아예 일찍 출근해야지,개인 시간이 생길 거예요.,0
아울렛 가서 쇼핑하고 옴,쇼핑은 아울렛이죠.,0
아울렛 쇼핑 재밌다.,쇼핑은 아울렛이죠.,0
아이고 소리가 절로 나온다,많이 지쳤나봐요.,0
아이고 의미 없다.,인생은 욕망이지 의미가 아니에요.,0
아이고 추워라,따듯한 차 한잔 어때요?,0
아이공 허리 아파라,운동 해보는 것도 좋을 거예요.,0
아이돌 너무 좋아,삶의 낙이죠.,0
아이돌 오빠들 좋아,삶의 낙이죠.,0
아이디 생각 안나,회원정보 찾기를 해보세요.,0
아이라이너 그리기 귀찮은데 문신할까?,화장하는 시간이 줄어들 거예요.,0
아이라이너 문신 해볼까,화장하는 시간이 줄어들 거예요.,0
아이스크림 너무 비싸,할인점에서 사먹으세요.,0
아이스크림이 오랜만에 사먹는데 너무 비싸,할인점에서 사먹으세요.,0
아주 잊기로 독하게 마음 먹고 신나게 놀고 있습니다,바쁜 게 도움이 되지요.,0
아직 결정 못 내렸어,결정은 빠르면 빠를수록 좋을 거예요.,0
아직 노후 준비는 이르지?,노후는 지금부터 준비하는 게 좋죠.,0
아직 많이 부족한가,잘하는 게 다른 거예요.,0
아직 장난인 것 같아,재미있나봐요.,0
아직도 공부할 게 많아,공부에 흥미를 가져보세요.,0
아직도 모르는게 너무 많은 것같아,저도 모르는 게 많아요.,0
아직도 안 끝났어,곧 끝나길 바랄게요.,0
아침 꼭꼭 먹어야지,든든하게 드세요.,0
아침 먹었니,배고프지 않아요.,0
아침 먹었더니 든든하네,좋은 식습관이에요.,0
아침 안 먹는데 자꾸 먹으라고 그래,챙겨주고 싶나봐요.,0
아침 일찍 일어나 조깅하고 있어,건강에 좋은 습관이네요.,0
아침 챙겨 먹어야지,든든하게 드세요.,0
아침밥 먹을 시간 없어서 굶었더니 배고파,뭐라도 드세요.,0
아침밥 못 먹었더니 배고파,뭐라도 드세요.,0
아침부터 피곤해,좀 더 일찍 잠자리에 들어보세요.,0
아침에 들을 노래 뭐가 좋을까,애국가요.,0
아침에 들을 노래 추천해줘,애국가요.,0
아침에 일어나는 거 힘들다,조금 더 일찍 잠을 자보세요.,0
아침에 일어나면 물 한 잔 마시기,건강에 좋을 거예요.,0
아침에 일어나서 뭔가 해보려고,일찍 일어나는 새가 벌레를 더 많이 먹죠.,0
아침에 일어났다가 또 잤어,피곤했나봐요.,0
아침에 일찍 일어나서 뭔가 해야겠어.,일찍 일어나는 새가 벌레를 더 많이 먹죠.,0
아파,병원에 가야죠.,0
아파서 어떡해,병원에 가야죠.,0
아파트 사고 싶다,열심히 저축해서 분양받으세요.,0
아파트로 이사 가고 싶다.,아파트가 살기가 좋아요.,0
아파트에서 살고 싶다,아파트가 살기가 좋아요.,0
아프면 안 되는데,가장 중요한 목표네요.,0
악몽 꿨어,꿈은 현실이랑 반대예요.,0
안 끝나,곧 끝나길 바랄게요.,0
안 싸우는 법,이해하고 배려해보세요.,0
안경 말고 렌즈 껴야겠어,변신은 무죄!,0
안경 바꿔야지,변신은 무죄!,0
안경 벗고 완전 훈녀,만화같은 일이네요.,0
안경 벗었는데 완전 훈남,만화같은 일이네요.,0
안경 벗었는데 차이가 없어ㅋㅋ,이게 정상이죠.,0
안경 벗으니까 완전 예뻤어,만화같은 일이네요.,0
안경 벗으니까 훈훈하더라,만화같은 일이네요.,0
안경 벗으면 나으려나,다른 안경 써보세요.,0
안경 빼니까 다른 사람,그런 일이 가능한지 몰랐네요.,0
안경 빼니까 예뻐보여,그런 일이 가능한지 몰랐네요.,0
안경 안 어울리는 거 같아,다른 안경 써보세요.,0
안경 안꼈는데 아무도 몰라,이게 정상이죠.,0
안경테 뭐로 바꿀까,이번에는 동그란 안경테가 유행하고있어요.,0
안경테 바꾸면 인상이 바뀔까,인상이 달라 보일 거예요.,0
안경테 바꿀까봐,인상이 달라 보일 거예요.,0
안경테 바꿔야되는데,이번에는 동그란 안경테가 유행하고있어요.,0
안나가고 뒹굴거리고 싶어,할 수 있을 때 하세요.,0
안녕,안녕하세요.,0
안녕안녕,안녕하세요.,0
안녕하세요,안녕하세요.,0
안뇽,안녕하세요.,0
안될거 같아,될 거예요.,0
안부 인사까지 해야 돼?,원하는 꼰대가 있죠.,0
안주 뭐 먹을까?,살 안 찌는 게 좋을 것 같아요.,0
안주 추천 좀,살 안 찌는 게 좋을 것 같아요.,0
안친한데 연락해도 될까?,모르는 사이라 당황할 수도 있어요.,0
알뜰폰 괜찮을까,폰 요금 절약되겠네요.,0
알뜰폰 샀어,폰 요금 절약되겠네요.,0
알뜰폰 어때?,폰 요금 절약되겠네요.,0
알뜰폰으로 바꿨어,폰 요금 절약되겠네요.,0
알바 같이 하는 사람 좋아,용기내서 고백해보세요.,0
알바 구해볼까,좋아요!,0
알바 생각보다 힘들다.,세상에 쉬운 일은 없어요.,0
알바 집 알바 집 이게 뭐냐,그래도 상관없어요. 칭찬해주고 싶네요.,0
알바 하나 더 구해야겠어,가능하다면요.,0
알바구함,하고 싶은 알바 지원해보세요.,0
알바만 하고 살고 있어,그래도 상관없어요. 칭찬해주고 싶네요.,0
알바하고 싶어,하고 싶은 알바 지원해보세요.,0
알바하기 힘들다,세상에 쉬운 일은 없어요.,0
알바하는데 같이 일하는 사람 좋아져,용기내서 고백해보세요.,0
알아들은 척했는데 모르겠어,천천히 말해달라고 부탁해보세요.,0
앞머리 길러볼까,다 예뻐요.,0
앞머리 내릴까?,살짝 내려보는것도 괜찮을거 같아요.,0
앞머리 내릴까봐,뭘 해도 예뻐요.,0
앞머리 다시 길러볼까,다 예뻐요.,0
앞머리 떡졌어,앞머리만이라도 감으세요.,0
앞머리 만들까?,살짝 내려보는것도 괜찮을거 같아요.,0
앞으로 나가지 않고 이렇게만 살고싶어,꼭 앞으로 나가야 하는 건 아니에요.,0
앞으로 뭐 해먹고 사냐,가장 확실한 시간은 오늘이에요. 어제와 내일을 놓고 고민하느라 시간을 낭비하지 마세요.,0
앞으로 뭐하고 살지,어떻게든 잘 살 거예요.,0
앞으로 어떻게 살지?,잘 될거예요. 당신의 삶을 응원합니다!,0
앞으로 조심해야겠다.,안전이 최고죠!,0
애기가 밥을 너무 안 먹어,건강 걱정되겠네요.,0
애기가 밥을 안 먹어,건강 걱정되겠네요.,0
애들 총회 가야겠죠?,가능하면 가는 게 좋겠죠.,0
애들 총회에 왜 나를 오라고 하냐,가능하면 가는 게 좋겠죠.,0
애를 나혼자 키우는 것 같아,힘 빠지는 이야기네요.,0
애매한 관계,인간 관계도 정리가 필요해요.,0
애버랜드 가고 싶어,다녀오세요!,0
애완동물 키우고 싶어,가족들과 상의해보세요.,0
애완동물 키우고 싶은데 아빠가 못 키우게 해,이유가 있을 거예요.,0
애완동물 키우고 싶은데 아빠가 키우지 말래,이유가 있을 거예요.,0
액정 나갔어,as 맡기세요.,0
야,네,0
야경 보고 싶다,높은 곳으로 가보세요.,0
야경 보러 가고 싶다,높은 곳으로 가보세요.,0
야구장 고고,좋은 생각이에요.,0
야구장이나 갈까,좋은 생각이에요.,0
야근 좀 그만하고 싶어,얼른 집에 가서 쉬시길 바랄게요.,0
야근각,오늘도 고생이 많으시네요.,0
야근할 줄 모르고 약속 잡았어,양해를 구해보세요.,0
야식 먹고 싶어.엉엉,가볍게 먹을 수 있는 걸 먹어보세요.,0
야식 먹고 싶은데 살 찔 거 같아,간단한 견과류나 과일을 먹어보세요.,0
야식 먹을까 말까,가볍게 먹을 수 있는 걸 먹어보세요.,0
야외에서 먹으니까 더 맛있어,맛있게 많이 드세요!,0
약 기운에 졸음이 몰려왔어,약 먹고 쉬어야 해요.,0
약 먹고 나아야지,꼬박꼬박 챙겨 드세요.,0
약 먹었더니 졸려,약 먹고 쉬어야 해요.,0
약 챙겨 먹어야지,꼬박꼬박 챙겨 드세요.,0
약속 있는데 야근이네,양해를 구해보세요.,0
약초 캐볼까?,근처 산에 가보세요.,0
양말 구멍 난거 지금 봄,바늘과 실로 꿰메보세요.,0
양말 구멍 났다,바늘과 실로 꿰메보세요.,0
양말에 빵꾸난 거 봤나,괜찮아요. 그럴수도 있죠.,0
양배추즙 맛없어,먹으면서 다이어트 하는 분들 진짜 엄청 대단한 분들이에요.,0
양배추즙 최악,먹으면서 다이어트 하는 분들 진짜 엄청 대단한 분들이에요.,0
양심에 찔려,그런 일은 하지 마세요.,0
양심이 콕콕,그런 일은 하지 마세요.,0
양초 선물 받았어,고마움을 전해 보세요.,0
양키캔들 선물받았어,고마움을 전해 보세요.,0
얘는 싸우기만 하면 연락이 안돼,혼자 풀릴 때까지 놔둬야하는데 기다리는게 힘들 거예요.,0
어둠아 끝나라,빛이 있을 거예요.,0
어둠에서 나와야 할 듯,어둠에서 나온다니 다행이에요.,0
어둠의끝,빛이 있을 거예요.,0
어디서 맛난 냄새가 나는데,킁킁,0
어디서 피해자 코스프레임?,분명한 잘못이네요.,0
어디서부터 잘못된 걸까,처음부터 되짚어보세요.,0
어딘가 떠나고 싶다.,저도요!,0
어떤 영화 볼까,최신 영화가 좋을 것 같아요.,0
어떻게 벌어 먹고 살지,하고싶은 일을 구해보세요.,0
어떻게 서류에서부터 계속 떨어져,자책하지 마세요.,0
어떻게 하면 나를 좋아하게 만들지,제가 당신을 좋아하고 있어요.,0
어떻게 하면 좋을까?,저도 모르겠어요.,0
어떻게 하면 호감형이 될까,진심으로 마음을 전해보세요.,0
어떻게 화해하지,먼저 말 걸어 보세요.,0
어떻게해 늦잠 잤어,피곤했나봐요.,0
어려 보이고 싶어,마음이라도 어리게 사세요.,0
어려지고 싶어,마음이라도 어리게 사세요.,0
어렸을 때 공부 좀 할 걸,지금도 늦지 않았어요.,0
어렸을때 공부할껄,원래 못하면 하고 싶어지죠.,0
어렸을때는 공부하기 싫었는데 지금은 하고 싶네,때를 놓쳐서 그런 것 같아요.,0
어렸을때는 비슷했던 거 같은데,중요한 건 지금이죠.,0
어렸을때로 돌아가고 싶어,타임머신이 생길 때까지 기다려봐요.,0
어른이 된다는 건 뭘까,사춘기로부터의 일시적 휴식에 불과하죠.,0
어른이 된다는 것,사춘기로부터의 일시적 휴식에 불과하죠.,0
어린 시절로 돌아가고 싶어,타임머신이 생길 때까지 기다려봐요.,0
어린이집 방학이래,육아 파이팅!!,0
어린이집 입학식 가야겠지,가능하면 참석하는 게 좋겠죠.,0
어린이집 입학식 꼭 참석해야하나?,가능하면 참석하는 게 좋겠죠.,0
어머,놀랐나봐요.,0
어머나,놀랐나봐요.,0
어색한게 얼굴에 티 나,아직 순수하다는 증거일 거예요.,0
어이가 없네,한번 웃고 잊어버리세요.,0
어이가 없어서,그냥 잊어버리세요.,0
어이상실,한번 웃고 잊어버리세요.,0
어이없어,그냥 잊어버리세요.,0
어제 밤 샜어,건강에 안 좋아요.,0
어제 술마시고 나서 기억 안나,술 너무 많이 드시지 마세요.,0
언니가 있으면 뭐가 좋아?,평생 친구가 생긴다는 거죠.,0
언니랑 다퉜어,싸우면서 정 들 거예요.,0
언니랑 전쟁 중,싸우면서 정 들 거예요.,0
언제 다 고쳐,마음을 손이 따라와주지 않죠.,0
언제쯤 예쁘게 화장 잘할까,하다보면 늘어요.,0
언젠가 자기 복제가 될까,기술이 발전하면 가능하겠죠.,0
언젠가는 나를 좋아해 주는 사람 있겠지?,저도 좋아해요.,0
얼굴 너무 까매졌어.,관리해주세요.,0
얼굴 너무 탔다,관리해주세요.,0
얼굴 보니까 떨리더라,많이 좋아했던 사람인가봐요.,0
얼굴 엄청 작은 거 부러워,얼굴이 다가 아니에요.,0
얼굴 작은 거 부러워,얼굴이 다가 아니에요.,0
얼굴 평가해 달래,남의 눈을 의식하는 사람일 거라 생각해요.,0
얼굴만 아는 민망한 사이가 있어,그런 사람들 은근 많아요.,0
얼굴은 내 스타일 아닌데 점점 좋아지는 거 같아,이상형은 아니지만 호감가는 사람이 있어요.,0
얼른 아아야 할텐데,세상의 무엇보다 건강이 제일 중요해요.,0
얼마나 행복해질려고 이렇게 힘들지,더 행복해질 거예요.,0
얼어 죽는 줄,감기 조심하세요.,0
얼어죽는 줄 알았어,감기 조심하세요.,0
업데이트가 너무 오래 걸려,기다려보세요.,0
업데이트가 엄청 느려,기다려보세요.,0
업무 끝내고 집 갈 수 있을까,힘들겠지만 하나씩 해보세요.,0
업무 스트레스 넘 심해,회사는 스트레스의 원인이죠.,0
업무 지적 또 받음,업무 능력이 없는 게 아니라 센스가 부족한 걸 수도 있어요.,0
업무 지적을 너무 많이 받아,업무 능력이 없는 게 아니라 센스가 부족한 걸 수도 있어요.,0
업무가 쌓여있어,힘들겠지만 하나씩 해보세요.,0
엇갈리는 느낌 싫다,타이밍이 안 맞았나봐요.,0
엇갈리지 않았으면 좋겠다,타이밍이 안 맞았나봐요.,0
에어 후라이어 사고 싶다.,몇 번 안해먹고 둘 거면 그냥 사 드세요.,0
에이 짱나,욕은 나쁜거예요.,0
에이씨,욕은 나쁜거예요.,0
여기 있으니까 좋다,좋은 곳인가봐요.,0
여기 좋아,좋은 곳인가봐요.,0
여기까지가 한계야,당신의 잠재력을 믿어보세요.,0
여기까지가 한계인 거같아,당신의 잠재력은 무궁무진해요.,0
여름 끝났으면,곧 지나갑니다.,0
여름 빨리 지나갔으면,곧 지나갑니다.,0
여름 휴가 어디가 좋을까,여기만 아니면 다 좋을 것 같네요.,0
여름 휴가 어디가지?,여기만 아니면 다 좋을 것 같네요.,0
여름에는 냉면만한게 없는 듯,생각만 해도 군침이 도네요.,0
여름에는 냉면이지,생각만 해도 군침이 도네요.,0
여름인데 태닝할까,구릿빛 피부 좋죠!,0
여유가 너무 없어,나를 사랑하고 상대를 사랑하는 여유를 갖게 되길 바라요.,0
여유롭게 살고 싶어,여유는 마음 가짐에 있어요.,0
여자야 남자야,아직 모르겠어요.,0
여자예요? 남자예요?,아직 모르겠어요.,0
여행 가고 싶은데 시간이 없어.,바쁘게 사나봅니다.,0
여행 가야지,좋은 여행 되길 바랍니다.,0
여행 계획 세워야지,좋은 여행 되길 바랍니다.,0
여행 어디가지,편하게 쉴 수 있는 곳이 좋을 거예요.,0
여행가고 싶다,계획을 세워보세요.,0
여행갈 시간도 없다,바쁘게 사나봅니다.,0
여행지 추천,편하게 쉴 수 있는 곳이 좋을 거예요.,0
역류성 식도염 온 거 같아.,과식하지 말고 먹고 눕지 마세요!,0
역류성 식도염이 또 도졌어,과식하지 말고 먹고 눕지 마세요!,0
역시 나는 천재야,제가 더 천재예요.,0
역시 이불밖은 위험해,이불밖은 위험하죠.,0
연금 믿어도 될까,없는 것보다 나을 거예요.,0
연금 받을 수 있을까,없는 것보다 나을 거예요.,0
연봉대비 근무시간이 너무 긴 거 같애,야근 수당을 챙겨보세요.,0
연상이 좋아,그 분이 나타나면 꼭 잡으세요!,0
연일 최고 몸무게 갱신하네.,이제 내려올 때가 됐어요.,0
열나고 아파,감기 조심하세요!,0
열쇠 두고 왔다,깜빡 하셨나봐요.,0
열쇠 안가지고 왔다,깜빡 하셨나봐요.,0
열심히 공부해야지,생각한대로 잘할 수 있을 거예요.,0
열심히 한 거 같은데,중요한 건 노력하는 과정이에요.,0
열심히 한 거 같은데 결과가 왜 이러지,다음에는 잘 될 거예요.,0
열심히 한 거 같은데 망,다음에는 잘 될 거예요.,0
엿같다.,벗어나는 게 좋겠네요.,0
엿같은 상황,벗어나는 게 좋겠네요.,0
영양제 뭐가 좋아,몸에 어떤 성분이 부족한지 알아보세요.,0
영양제 좀 먹을까,몸에 어떤 성분이 부족한지 알아보세요.,0
영양제 챙겨 먹을 나이가 됐어,건강은 어려서부터 챙겨야해요.,0
예전 게임인데 재밌다,저도 하고 싶네요.,0
예전에는 비슷했는데,중요한 건 지금이죠.,0
오 좀 멋있는데,제가 생각해도 저는 너무 멋있는거 같아요.,0
오늘 괜히 기분 꿀꿀해,내일은 오늘보다 나을 거예요.,0
오늘 그냥 쉬고 싶다,아무 생각 하지 말고 쉬세요.,0
오늘 기분 좋아,저도 좋아요.,0
오늘 기분은 설명이 안돼,좋았으면 좋겠네요.,0
오늘 기분을 뭐라고 해야하나,좋았으면 좋겠네요.,0
오늘 길 너무 막히더라,길은 항상 막히는 것 같아요.,0
오늘 길 많이 막히더라,길은 항상 막히는 것 같아요.,0
오늘 까먹고 아무 것도 안 가져 왔다,개념만 가져오면 돼요.,0
오늘 나 좀 잘생겨 보인다.,자신에게 콩깍지가 씌였나봐요.,0
오늘 날씨 좋아서 놀러가고 싶어,친구들과 같이 놀러가세요.,0
오늘 날씨 죽인다,나들이 가보세요.,0
오늘 날이 좋아,하늘을 보고 웃어보세요.,0
오늘 너무 졸려,오늘 일찍 주무세요.,0
오늘 너무 피곤해,푹 쉬세요.,0
오늘 너무 힘들다,고생 많았어요.,0
오늘 또 늦잠잤어,피곤했나봐요.,0
오늘 또 하루 살았네,오늘은 약간의 변화를 줘보세요.,0
오늘 라면 먹고 싶어,맛나게 드세요.,0
오늘 라면 먹어야지,맛나게 드세요.,0
오늘 머리 안 감았는데,항상 청결하게 관리하세요.,0
오늘 못 만났어,내일 보면 될 거예요.,0
오늘 무슨 날인가,설마 기억 못하시는 거예요?,0
오늘 물 진짜 조금 마셨다,습관을 들여보세요.,0
오늘 뭐 입지?,옷이요.,0
오늘 뭐 재미있는거 하는 날인가,오늘은 예능이요.,0
오늘 미세먼지 어때?,숨 쉴만 했으면 좋겠네요.,0
오늘 보름달이다.,소원을 비세요.,0
오늘 보름달이야,제 얼굴 보셨나봐요.,0
오늘 상 받았다,축하드려요.,0
오늘 생각보다 춥네,감기 조심하세요.,0
오늘 아무 것도 안 가져 왔다,개념만 가져오면 돼요.,0
